query,intent
어머 그랬나요 다시 신청하고 바로 입금할게요,5
네 저 방금 예약 신청했던 #@이름#인데요,5
신청 기준으로 24시간 내 입금해주시면 되세요,5
저희가 급하게 내일 입실로 예약 신청 해 놨는데요,5
아 입실 하루 전 예약은 신청 후 1시간 내 결제해주셔야 해요,5
그렇게 되면 죄송하지만 신청은 자동 취소가 됩니다,5
아 혹시 회원 가입 안해도 바로 확인 되는건가요,5
아 네 고객님 혹시 내일 숙박으로 신청하신거 맞나요,5
죄송합니다 이미 자동취소되셔서 재신청 해주셔야해요,5
네 예약신청하시고 전화 한번 부탁드려요 감사합니다,5
방금 제가 예약신청 해놓고 입금 하려고 했는데요,5
#@이름#이구요 이번 주말 예약 신청했었어요,5
아니 제가 먼저 신청했으면 제가 먼저 아닌가요,5
혹시 조식도 신청 가능한가요,5
조식은 입실하실 때 프런트에 신청해 주시고요,5
금호강오토캠핑 예약신청 관련해서 몇 가지 여쭈어 볼게요,5
9월 2일날 이용하시려면 8월 1일 오전 9시에 신청 가능하세요,5
신청은 어디에 하면 되나요,5
외국인 대학생 졸업 여행인데 회의실 사용 신청은 따로 해야 되나요,5
예약 신청 후 6시간 내에 전액 입금하셔야 합니다,5
15일 트윈룸 예약한 #@이름# 인데요 픽업 서비스 신청할게요,5
KTX순천역까지 샌딩서비스 신청을 안 했네요,5
혹시 여기 홈페이지 회원으로 가입하면은 객실 요금 할인받을 수 있나요,5
네 알겠습니다 친구랑 같이 가려고 하는데 같이 신청할 수 있죠,5
네 친구분과 같이 신청 가능하세요,5
알겠습니다 상의 해보고 신청할게요 감사합니다,5
고객님 템플스테이 신청하신 날짜가 몇일이신가요,5
조식도 신청해야겠네요 몇 시부터 운영해요,5
예 75000원이요 조식도 신청할 수 있나요,5
네 체크인 하실 때 프론트에서 신청하셔도 되구요,5
호텔 예약할 때 미리 신청을 해주셔도 됩니다,5
거기 아침 조식을 신청하려고 하는데요,5
예약일로부터 3일 전이시라면 환불 불가입니다,5
네네 예약하실때 같이 신청하시면 됩니다,5
네 인원 초과시에는 미리 말씀주시고 최대인원 초과는 입실 불가입니다,5
1인당 만 원씩 추가입니다,5
전기장판은 오백와트를 초과할 경우 오천원 추가입니다,5
아 그리고요 방문객이 있는데요 당일 신청하면 되나요,5
방문객 신청은 사전등록하셔야 입장 가능하세요,5
그럼 나중에 문자로 신청할게요,5
네 오시기 전에 미리 신청만 해주시면 되세요,5
웰컴드링크 이벤트라고 봤는데요 신청을 따로 해야하나요,5
네 지금 하고 있는데 회원 가입은 안해도 되나요,5
별도의 회원 가입은 필요없으시고요 메뉴에 한옥 숙박 눌러주세요,5
조식을 먹으려고 하는데 미리 신청해야 하는 건가요,5
네 그럼 조식 신청 도와드릴텐데요 성함이 되실까요,5
네 맞아요 조식 2인 미리 신청 부탁드려요,5
9월5일 조식 신청 되셨습니다,5
안녕하세요 저희가 호텔 조식을 신청하고 싶은데요,5
네 홈페이지로 예약신청이 가능하십니다,5
아니요 타 객실 손님을 위해 애완동물과 입실은 불가입니다,5
아 예약하려면 전화나 인터넷으로도 신청 가능하나요,5
네 홈페이지에서 예약신청 하시면 됩니다,5
아 그래요 그럼 이건 어떻게 신청하는건가요,5
아니요 호텔 전체 건물 내 흡연이 불가입니다,5
이미 정보 다 기입하고 객실 예약 신청 눌렀거든요,5
예약 신청 후 저희 예약 담당 전화로 연락 주셔야 합니다,5
예약 신청 후 12시간 내로 전액을 입금하셔야 예약이 완료됩니다,5
전날 미리 신청해주시고 당일 현장 결제하시면 됩니다,5
전날 신청만 해주시고 현장 결제 가능합니다,5
국립공원 예약시스템이요 회원가입하고 예약하면 되는 건가요,5
네 회원가입 후 소백산생태탐방원 클릭하셔서 이용하시면 됩니다,5
예약시스템에서 신청서를 작성하시면 확인 전화를 드립니다,5
안녕하세요 바베큐 신청하려고 하는데요 언제까지 신청해야하죠,5
네 오후 4시 전까지만 신청해주시면 됩니다,5
네 알겠습니다 홈페이지에서 빨리 신청해야겠네요 수고하세요,5
조식서비스 메뉴를 예약하면서 신청해도 될까요,5
네 가능하시구요 지금 전화로도 예약 및 메뉴신청 도와드릴 수 있어요,5
아 그래요 그럼 지금 예약이랑 메뉴 신청할게요,5
네 잘 알겠습니다 말씀하신대로 예약 및 신청 해드렸어요,5
아 당일날 체크인 하면서 신청하는 거군요,5
커플분들도 이용하시긴 하는데 주로 가족 신청이 더 많습니다,5
회원제로 운영되고 있어서 회원가입 하셔야 보실 수 있을거예요,5
나머지는 가입해서 봐야한다는거네요 홈페이지 주소 좀 주실래요,5
#@URL# 여기로 가셔서 가입하시고 확인하시면 됩니다,5
두 번째로 운행하는 셔틀은 투숙 1일 전 미리 신청해야 하세요,5
셔틀 신청은 어디서 해야 하나요,5
네 성함과 번호 불러주시구요 오셔서 보험가입서 작성해주셔야해요,5
네 확인되셨구요 오셔서 상태확인하고 보험가입과 결제해주시면 됩니다,5
수고하십니다 제가 12일부터 8일간 렌트를 신청했는데요,5
전 차량 자차 가입이 되어있습니다,5
자동차 종합 보험은 가입이 되어있죠,5
예 물론 모든 차종 대인 대물 자손 보험이 가입되어 있습니다,5
종합이랑 자차 보험은 가입되어 있죠,5
견적을 신청하신 후 5분이 경과되는 경우 수정을 하실 수 없으시고요,5
안녕하세요 저 템플스테이 신청을 했는데요,5
네 고객님 템플스테이 신청자분이신가요,5
그건 따로 읍면동사무소에 신청해서 발급받는 카드입니다,5
홈페이지에서 신청하시면 됩니다,5
다누림홈페이지에서 단체명의 회원가입 후 버스대여 메뉴를 이용하십시오,5
네 알겠습니다 홈페이지에서 신청하겠습니다,5
네 여권과 신청서를 지참해주셔야 하세요,5
네 홈페이지로 예약신청이 가능합니다,5
아 그렇군요 사전예약서비스는 어디서 신청해야할까요,5
네 양양에 외국인 관광택시가 있다고 들었는데 어디서 신청하나요,5
연락을 주시면 1시간에 오천원씩 추가입니다,5
행사장에 오셔서 신청하시고 셔틀 탑승 후 이동하시면 되세요,5
네 온라인으로 예약 신청 해주시면 되세요,5
네 온라인으로 예약 신청 해 주시면 됩니다,5
네 고객님 아직 바뀌지 않은 거 같은데 신청은 해 두었거든요,5
네 온라인으로 예약 신청하시면 되십니다,5
다른 코스 신청하신 분들도 계신가요,5
자가이동 하시나요 아니면 픽업신청 해드릴까요,5
충주 시민 또는 #@소속# SNS에 가입하시면 50프로 할인입니다,5
음 그러면 미리 SNS에 가입하고 방문해야겠네요,5
절매 래프팅 신청하면 체험하는 시간을 얼마나 되나요,5
그럼 혹시 아이들도 체험 신청해도 될까요,5
만 10세 이하는 보호자 동반 신청이나 동반 입장하셔야 가능합니다,5
동화사길 탐방 상품을 신청하고 싶은데요,5
인터넷 회원가입 필수로 해 주셔야 하구요,5
안녕하세요 14일 출발하는 진밭골욱수골 코스 신청하려고요,5
안타깝게도 해당 코스는 상급자 용 이벤트라서 신청 불가하세요,5
현재 해당 상품은 상급자 회원 분들만 신청 가능하세요,5
그럼 신청자 받아서 다시 연락 드리겠습니다 수고하세요,5
네 어디서 신청할 수 있죠,5
네 #@소속# 홈페이지에서 신청이 가능하세요,5
스쿠버 신청을 했는데 무료로 체험 가능하다니 꼭 됐으면 좋겠어요,5
안녕하세요 승마체험 신청 했는데요 요일을 바꿀 수 있을까요,5
홈페이지 체험신청결과 조회하기에서 취소 후 재선택하시면 됩니다,5
모집기간이 마감되면 취소 후 재신청이 불가능한 점 유의해 주십시오,5
네 잘 확인하고 신청하겠습니다,5
네 신청은 전화로 예약하시면 됩니다,5
그래요 10명 넘게 신청하면 어떻게 되는 거예요 추첨을 하나요,5
아 선착순으로요 신청이 언제부터죠 3월인 걸로 알고 있는데요,5
네 신청 기간은 3월 24일부터 4월 28일까지입니다,5
안녕하세요 팔공산 왕건길 산행 신청 가능한가요,5
21일 산행으로 2명 신청할게요,5
13일날 출발하는 대구 트레킹 신청한 #@이름#입니다,5
몇 달 전에 카누 체험교실 다녀왔는데 좋아서 또 신청했거든요,5
안녕하세요 오픈워터 패키지를 신청할까 하는데요,5
자전거 대여하는데 혹시 보험이 가입되어 있나요,5
네 여주시에서 운영하는 모든 대여 업체는 의무 가입입니다,5
정말요 시 전체가 의무 가입이라고요,5
네 저 카누체험교실을 여기다 신청하면 되나요,5
네 마라톤 신청하시는 건가요,5
네 온라인으로 신청하는 거 맞죠,5
#@기타# 신청해 주신 것 때문에 연락 드렸어요,5
네 맞아요 제가 아까 인터넷으로 신청했는데요,5
정말 죄송하지만 이미 인원을 넘은 상태에서 신청해 주셔서요,5
다른 친구도 신청했는데 걔가 자기 취소한다고 했거든요,5
모든 상품 보험에 가입이 되어 있으니 안심하셔도 되세요,5
10만원이구요 이용일 신청은 이용일 1주일 전까지 해주셔야 합니다,5
네 영업시간과 동일합니다 신청일자만 지켜주시면 됩니다,5
#@기타# 체험 신청했는데 몇 시까지 가면 되나요,5
네 오전 오후 중에 어느 시간으로 신청하셨을까요,5
네 저 오후로 신청했거든요,5
신청은 어디에다 하면 될까요,5
참가 신청은 전화로 접수해주셔야 하시구요,5
아 네 화수로 신청하고 싶어요 지금 신청하면 될까요,5
신청은 #@기타# 센터로 전화주셔야 해요,5
이거 지금도 신청할 수 있나요,5
네 고객님 아직 체험을 진행하고 있어서 신청 가능하십니다,5
신청은 언제까지 하면 돼요,5
9월30일에 체험이 종료되기 때문에 그 전에 신청하셔야 합니다,5
신청하고 싶은데 비용은 얼마가 드나요,5
네 알겠습니다 친구랑 신청하고 싶은데 같이 신청해도 될까요,5
네 같이 신청하셔도 됩니다,5
신청은 전화로 해주셔야 해요 고객님,5
그렇군요 제가 서핑을 한두번 해봤는데 기초를 신청해도 될까요,5
그렇군요 홈페이지에서 신청해야겠네요 감사합니다,5
참가 신청은 어떻게 하죠,5
신청은 저희가 받는건 아니고 학교에서 선착순으로 신청 가능하세요,5
신청은 학교에 알아봐야겠네요 알겠습니다,5
예 알겠습니다 그럼 홈페이지에서 가입할게요,5
카약타기 몇 분 신청이실까요,5
아니요 성인끼리는 탑승 불가입니다,5
혹시 지금도 신청이 가능할까요,5
그럼요 고객님 따로 신청하시면 됩니다,5
네 맞습니다 고객님 가입하신 후 글 작성 부탁드립니다,5
네 방문하셔서 상품 확인해주시고 견적신청을 따로 남겨주세요,5
견적신청을 따로 남겨달라고요,5
다이빙 견적신청이 있을 거예요,5
다이빙 견적신청이라 아 찾았어요 그다음은 어쩌죠,5
네 공란을 다 채워주시고 견젹신청서를 등록해주세요,5
안녕하세요 요트투어 신청하는 곳 맞죠,5
네 고객님 맞습니다 요트 신청하시려고요,5
제가 서바이벌 경기를 신청했는데 이건 신분증이 필요 없겠죠,5
#@기타# 참가신청이 될까요,5
네 아직 홈페이지 통해서 참가신청 받고 있습니다,5
아뇨 나이제한 없이 #@기타#만 탈줄 안다면 모두 신청 가능하십니다,5
그렇군요 알겠습니다 홈페이지에서 신청해봐야겠네요,5
네 맞습니다 참가 신청 아직 받고 있어요,5
초보자도 신청 가능할까 해서요,5
네 홈페이지에서 참가신청 부탁드립니다,5
따로 신청을 하거나 해야하는가 해서요,5
네 그럼 전화 예약이 필수라서 지금 신청해 드릴까요,5
네 알겠습니다 온라인 예약 신청해 놓을게요 감사합니다,5
오 재밌겠네요 친구들이랑 꼭 신청할게요,5
네 제가 승마 강습을 신청했는데요 선착순 인원에 왜 없는 거죠,5
저는 신청만 해 놓고 나중에 교육비를 내도 되는 줄 알았어요,5
네 저희 애가 유소년 승마강습을 신청했는데요,5
홈페이지와 모바일웹에서 회원 가입 후 예약할 수 있습니다,5
홈페이지와 모바일웹에서요 회원가입 하고요,5
네 무료 체험교실 신청했는데 교육시간이 어느 정도 되나요,5
네 승마 강습을 신청하고 싶어서 전화드렸습니다,5
네 승마 강습을 신청하고 싶은데 홈페이지에 신청하는 곳이 없네요,5
네 신청 접수는 전화나 방문 신청만 가능하시고요,5
인터넷 신청이 불가한 점 양해 바랍니다,5
그래요 그럼 지금 신청하면 되나요,5
네 수강 신청 도와드리겠습니다 성함과 연락처 말씀해 주시겠습니까,5
어떻게 신청하면 되는 건가요,5
네 #@소속#로 전화 신청 가능하신데요,5
저기 우리 애 승마교실 신청하려고 하는데요,5
네 승마강습 신청건으로 전화 주셨어요,5
네 그래서 이번에 중급으로 신청해 보려고요,5
지금 신청할 수 있는 건가요,5
그래요 그럼 그때 신청할게요 수고하세요,5
네 제가 승마강습을 신청했는데요 취소해야 할 거 같아서요,5
그러십니까 승마강습 취소 신청 도와 드리겠습니다,5
네 그러시면 지금 취소 신청 도와드리겠습니다,5
네 주말 초급반 취소 신청해 드렸습니다,5
네 신청하셨으니 수업 받아보세요,5
그래요 장애인은 누구나 신청할 수 있나요,5
네 신청하시면 년 간 3학기로 강습이 진행됩니다,5
그래요 신청은 언제 할 수 있는 거죠,5
네 매년 2월과 8월 2차례 신청 접수를 받고 있어요,5
네 홈페이지 가셔서 폼형식의 신청서 제출을 해 주시면 됩니다,5
네 예약 신청 부탁드릴게요 감사합니다 수고하세요,5
당일 가서 신청하는건 안되는건가요,5
추가 신청하시면 가능하세요,5
네 홈페이지를 통해 회원가입을 하시고요,5
네 신청은 어디서 하나요,5
제가 #@기타#를 신청했는데요,5
네 #@기타#를 신청하셨군요,5
사이트에서 신청을 미리 한다음 10정도로 맞추어 진행을 합니다,5
아니요 소리산 코스는 비용이 없습니다 신청 후 대기하셔야해요,5
네 안녕하세요 혹시 예약은 언제부터 신청이 가능할까요,5
네 2주전 화요일에 주중치 신청을 받고 있습니다,5
단체의 경우 회원가입료 2만 원에 이용 가능하세요,5
4일 전 30프로 3일 전 취소 시 환불 불가입니다,5
해양 레저 스포츠 체험 신청을 받는다고 하는데 맞나요,5
신청을 하시고 선발되시면 이용 횟수는 상관없으세요,5
그럼 신청은 온라인으로 접수하면 될까요,5
네 조금 더 알아보고 신청해야겠네요,5
해양 레저 스포츠 체험 신청 받는다던데 궁금한 게 있어서요,5
이번에 해양 레저 스포츠 체험 교실 신청 하려고 하는데요,5
마감 되기 전에 신청부터 해야겠어요,5
카약이요 카약을 신청 하려고 하는데 선착순인가요,5
그렇군요 그럼 우선 신청 접수부터 해야겠네요,5
그렇군요 신청부터 얼른 해야겠네요,5
제가 이번에 스쿠버 체험 신청을 했는데요,5
만 14세 미만과 음주자 장애자의 경우는 이용 불가입니다,5
네 현장에서 카약을 신청했다가 래프팅 보트로 변경할 수도 있나요,5
비회원이시면 우선 홈페이지에서 웹 회원으로 가입하시고요,5
웹 회원으로 먼저 가입해야 하는군요,5
죄송하지만 탑승 불가입니다,5
지금 개인 체험활동이 없고 단체 신청시 체험 비용 지불 후 가능합니다,5
네 홈페이지에서 신청하시면 무료로 보내드립니다,5
홈페이지 어디서 신청해야 하나요,5
관광지도를 클릭하시고 관광지도 신청하기에서 신청하세요,5
다른 책자도 많은데 같이 신청해서 받을 수 있나요,5
네 함께 신청해 주세요,5
2인 3인 신청시에도 4인 기준으로 프로그램이 진행됩니다,5
자세한 설명 감사합니다 빨리 신청해야겠네요,5
네 있습니다 신청 하시면 보내드려요,5
저희 홈페이지에서 신청하면 됩니다,5
친구도 필요한데 2권 신청도 되나요,5
신청건당 1부씩 발송하여 드리니 양해 바랍니다,5
각자 신청해야겠네요 감사합니다,5
알겠습니다 발급이 된다니 다행이에요 지금 신청할게요,5
씨라이프부산 웹사이트에서 신청하시거나요,5
가이드 동반 프로그램은 입장 시에 신청할 수 있는건가요,5
그럼 신청은 예약제인가요,5
신청 절차라든지 프로그램 내용 등 알수 있을까요,5
해운대구청에 전화나 인터넷으로 참여 신청을 하시는거고요,5
신청하셔서 좋은 시간 만드시길 바랍니다 감사합니다,5
행사일정을 미리 확인하여 사전등록을 신청하시게 되면요,5
신청 기간은 어떻게 될까요 아직 여행 일정이 확정되지 않아서요,5
신청 접수기간은 관람일 90일 전부터 가능합니다,5
네 취소신청 해드렸구요,5
네 #@소속# 체험을 신청하고 싶은데요,5
네 입장하셔서 따로 요금을 내고 신청하시면 됩니다,5
해설 들으려면 따로 신청해야 되나요,5
네 홈페이지에서 신청을 하시면 됩니다,5
네 #@기타# 체험프로그램 신청 하려구요,5
네 어떤 프로그램으로 신청해드릴까요,5
현재 3명 신청 가능하셔서 신청 완료해드렸습니다,5
아 그럼 신청 못하나요,5
대기로 신청할 수는 없나요,5
네 신청기간은 어떻게 되나요,5
네 지금 신청할 수 있는게 있나요,5
네 공주박물관 체험프로그램 신청 하려구요,5
네 공주박물관 체험교실을 신청하려구요,5
해남군 문화 관광 홈페이지에서 신청하시면 됩니다,5
인터넷으로만 신청 가능한가요,5
전화 신청도 되는데요 #@전번#으로 신청하세요,5
아 네 전화로 신청해야겠네요,5
해남군 문화관광홈페이지에서 신청하시면 됩니다,5
그래요 빨리 신청 해야겠네요 알려주셔서 감사합니다,5
저희 홈페이지에서 관광지도를 다운로드하거나 신청하시면 됩니다,5
죄송하지만 구매당일 사용 불가입니다,5
그러시면 신청 문의 가능한 전화번호 알려드릴까요,5
문화해설사님 해설도 신청 가능한가요,5
용암 패밀리회원을 가입하시면 30프로 할인가에 구입할수 있습니다,5
회원가입은 어떻게 해야하나요,5
현장에서 가입하시면 됩니다,5
네 알려주세요 꼭 신청해서 가고 싶네요,5
네 고객님 #@기타# 신청 원하세요,5
네 안녕하세요 달빛기행 신청하려고 하는데요,5
네 고객님 이번 달 참가 신청하실 건가요,5
네 이번 달 신청하고 싶어요,5
네 저희 홈페이지에 답사 신청이 있습니다,5
그래요 그러면 거기서 신청하겠습니다,5
네 안녕하세요 이번 달 달빛기행 신청하려고 하는데요,5
네 고객님 저희 홈페이지에서 답사 신청이 가능합니다,5
네 그런데 제가 컴퓨터를 못해서 전화로 신청하고 싶어요,5
네 제가 혼자 신청할 거예요,5
네 달빛기행 신청하신 거 맞으시죠 되셨습니다,5
네 안녕하세요 이번 달 달빛기행 신청했는데요,5
네 고객님 행사 신청하셨어요,5
네 다음에 다시 신청하겠습니다,5
그러면 추가 신청자 이름 말씀 드리면 되나요,5
제가 오늘 홈페이지에서 확인했는데 신청이 안 된 걸로 되어 있어요,5
네 고객님 이번 달 달빛기행 신청하셨어요,5
네 지난 번에 홈페이지에서 신청했는데요,5
네 고객님 확인해 보니 신청 명단에 있습니다,5
네 안녕하세요 달빛기행 신청했는데요,5
네 고객님 달빛기행에 신청해 주셔서 감사드립니다,5
네 안녕하세요 달빛기행 신청 때문에 전화드렸어요,5
네 고객님 관광지도가 필요하시군요 우편 신청이 가능하십니다,5
네 고객님 저희 홈페이지에서도 신청이 가능하고 전화로도 가능하십니다,5
네 지금 전화로 신청하고 싶어요,5
네 저희 #@소속#에서는 신청하신 분들께 우편 발송하고 있습니다,5
아 그렇군요 어떻게 신청할 수 있죠,5
네 홈페이지로 들어가서 관광지도 검색하시면 신청페이지가 나옵니다,5
네 고객님 홈페이지와 전화로 무상 신청 가능하십니다,5
네 신청되셨고요 일주일정도 소요됩니다,5
안녕하세요 경주 읍성 투어 참가 신청을 하고 싶은데요,5
네 고객님 경주 읍성 투어 신청은 #@소속# 홈페이지에서 가능합니다,5
네 신청하면 인원 제한이 있나요,5
안녕하세요 경주 읍성 투어 야간 신청을 하고 싶은데요,5
네 고객님 경주 읍성 투어 신청 말씀이세요,5
그러면 그냥 신청하고 가면 되는 건가요,5
네 주말 평일 관계없이 신청이 가능합니다,5
네 경주문화원 홈페이지에서 신청하시면 되세요,5
네 미리 운영위원회에 참가 신청을 하시면 되세요,5
네 신라교과서여행에서 신청 가능합니다,5
네 안녕하세요 #@기타#에서 하는 #@기타# 어디서 신청하나요,5
네 고객님 #@기타# 신청은 #@소속#홈페이지에서 가능하세요,5
네 7월은 11일과 25일 이틀 중에 신청 가능합니다,5
네 안녕하세요 #@기타#을 신청하고 싶은데요,5
네 안녕하세요 문화관광해설을 신청하고 싶은데요,5
중국어도 가능하군요 어디서 신청하나요,5
네 #@소속# 문화관광해설신청에서 가능합니다,5
네 안녕하세요 신라대종타종 신청을 하고 싶은데요,5
네 고객님 타종신청 말씀이세요,5
아 종 치는데 유료라고요 그렇군요 어디서 신청하나요,5
네 #@소속# 신청하기에서 보면 신라대종타종이 있습니다,5
네 안녕하세요 국궁 체험 신청을 하고 싶은데요,5
네 고객님 국궁 체험 신청은 인터넷에서 가능하세요,5
홈페이지에서 신청하실 수 있으세요,5
신청하면 다 보내 주시나요,5
신청은 단체만 가능한가요,5
안녕하세요 여주 박물관에 진로 프로그램을 신청하려고 하는 데요,5
네 홈페이지나 전화 또는 팩스로 신청을 하셔야 하세요,5
전화번호 알려드릴 테니 전화 신청 바랍니다,5
네 홍보물도 신청하시면 우편으로 받으실 수 있습니다,5
우편으로 홍보물도 보내주는군요 이것도 홈페이지에서 신청하면 되나요,5
신규로 가입하시는 경우 9만원 이시고요,5
네 혹시 신청 접수를 해야 하는 건가요,5
그럼 투어하면서 찍은 사진을 올리면 저절로 신청이 되는거죠,5
이번에 #@기타#에 신청하고 싶은데요,5
네 신청을 받아 운영하는 투어가 아니다 보니까요,5
기념품 제공은 따로 신청을 하셔야 하는데요,5
아닙니다 전통문화체험은 신청하시면 체험 가능하신거고요,5
그럼 전통문화체험은 방문해서 신청하면 되는 건가요,5
네 다른 전통 체험도 많으니 알아보시고 신청해 주시길 바랍니다,5
교육 정원에 맞춰서 신청자를 받고 있습니다,5
맞습니다 토요일 전통소반 체험 확인 후 신청 부탁 드립니다,5
알겠습니다 그럼 고민해 보고 신청해야겠네요,5
네 고민해 보시고 신청 바랍니다 그럼 좋은 하루 보내세요,5
제가 전통문화체험 중에 전통소반 만들기 체험을 신청했는데요,5
신청했는데 갑자기 폐강 됐다고 연락이 와서요,5
네 고민해 보시고 관심 있으시면 신청해 주세요,5
저희 어머니께서 #@기타#을 신청하고 싶어하시는데요,5
잘됐네요 그럼 신청해야겠어요,5
얼마 전에 전통체험 중에 #@기타# 신청을 했는데요,5
그럼 제가 하고 싶은 걸 선택해서 신청하면 되나요,5
네 일일 체험의 경우도 원활한 수업을 위해 미리 신청해 주셔야 합니다,5
그렇군요 그럼 고민해 보고 신청해야겠네요,5
유치부 6세7세를 상대로 숲 체험 신청이 가능할까요,5
그럼 단체 신청을 원하시는 거죠,5
20명 단위로 팀을 나눠 신청하시면 됩니다,5
이번에 장령산에서 하는 숲 체험 신청을 하고 싶은데요,5
네 그런데 개인적으로 신청해도 되는 건가요,5
물론입니다 단체 뿐 아니라 개인으로도 신청 가능하세요,5
그럼 제가 신청한 날짜나 시간에 다른 개인 신청자들이랑 만나나요,5
개인 신청자나 소그룹 신청자들을 모아 20명 이내로 팀을 꾸립니다,5
신청 인원이 없으면 취소되나요,5
신청자가 5명 이하면 취소되는 점 양해 바랍니다,5
날이 좋아지면 신청자들이 많아 원하시는 날짜에 신청하기 어렵습니다,5
그렇겠네요 저도 날짜를 보고 미리 신청해야겠어요 그럼 수고하세요,5
제가 장령산 숲 해설 체험을 신청하려고 하는데요,5
네 다른 신청자분들의 편의를 위해 양해 부탁 드립니다,5
보통 신청자가 많이 신청하는 시간이 언제에요,5
지금 같이 덥지 않은 날씨엔 오전 오후 골고루 신청하시고요,5
알겠습니다 참고해서 신청하도록 할게요 수고하세요,5
원래 20명까지 신청을 받고 있는데요,5
신청 기간이 언제부터 언제까지에요,5
따로 참가 신청은 안해도 되는 거죠,5
네 체험 프로그램의 경우만 사전 신청을 받아 진행 됩니다,5
그럼 그건 어디서 신청해요,5
그럼 신청비가 따로 있을까요,5
체험비는 무료이시고 선착순으로 신청을 받고 있어서 빨리 하셔야 해요,5
그래요 그럼 얼른 신청해야겠네요,5
제가 #@기타#에서 #@기타#를 신청하려고 하는데요,5
그중에 제가 선택해서 신청하면 되는 거죠,5
꼭 입고싶어서 그런데 미리 대여 신청을 해야 하나요,5
네 미리 체험 신청하시고 입장 가능하세요,5
이번에 오미자 농장 투어를 신청 하려고 하는데요,5
네 해당 사이트에서 신청해 주시면 됩니다,5
수고하십니다 #@소속# 여행책자 신청하려고 하는데요,5
네 신청되셨고 신청 후 7일 이내 받으실 수 있습니다,5
아 네 혹시 단체로 신청이 가능한가요,5
바로 어떤 풍경을 보고 어떤 사진을 남길 것인가입니다,5
#@기타# 웹사이트에서 신청서를 다운 받아서 파일과 함께 신청합니다,5
언제까지 신청하면 단체관람이 가능한지요,5
관람 희망일 5일 전까지 신청하시면 됩니다,5
네 1인당 가이드북 3부 지도 3부 총 6부까지 신청 가능하십니다,5
그래요 그럼 6부 신청 부탁드려요,5
#@소속# 정기배포 신청 가능한가요,5
#@소속# 웹사이트에서 홍보물신청서를 다운받으셔서 작성을 하시고요,5
홍보물신청서를 #@계정#로 보내시면 됩니다,5
#@소속# 사이트에서 신청서를 다운받아 이메일로 접수하여 참여하십시오,5
네 신청 부탁드려요,5
이거 체험신청은 예약해야 하나요,5
네 알겠습니다 신청하러 꼭 갈게요 감사합니다,5
네 알겠습니다 거기루 예약 신청하겠습니다 감사합니다,5
네 전화로 예약신청 하시면 됩니다,5
혹시 관광해설신청도 가능하나요,5
네 알겠습니다 체험 신청하러 갈게요 감사합니다,5
네 알겠습니다 예약신청 넣겠습니다 감사합니다,5
네 벌써부터 기대되네요 예약신청 넣어드릴게요,5
네 알겠습니다 신청은 현장에서 하면 될까요,5
네 알겠습니다 예약 신청은 어디로 가서 해야 하나요,5
네 홈페이지로 예약 신청해주시면 되십니다,5
네 관광 지도를 신청하려고 하는데요,5
춘천관광홍보물 신청은 홈페이지를 이용하시면 되세요,5
아 그래요 홈페이지 어디서 신청하면 되나요,5
네 저희 홈페이지에서 신청서 양식을 다운받아 작성하시구요,5
음 책갈피 만들기 신청할게요,5
네 모든 프로그램은 미리 신청하셔야 참여 가능하십니다,5
그래요 지금 신청할게요,5
네 그럼 신청 끝난건가요 당일날 #@소속#으로 가면 되는 거죠,5
걷기여행에 참가 신청하시면 언제든 참여하실 수 있습니다,5
네 이번 #@기타# 나비축제에 부스 신청 좀 하려고요,5
네 신청부분이 어떻게 되시나요,5
저 체험부분 신청하려고 하는데요 부스가 몇개나 될까요,5
언제까지 신청하면 되나요,5
신청접수기간은 3월20일부터 39일까지 접수 가능하세요,5
음 그래요 신청서는 우편으로 보내드려도 되나요,5
네 나비축제기간에 어린이 건강 골든벨 신청 하려고요,5
네 신청은 신청서를 작성하셔서 메일이나 팩스로 제출하시면 되세요,5
전화로는 안되는 거에요 신청서는 어디서 받을수 있나요,5
신청서 접수할 메일주소 좀 알 수 있을까요,5
네 저는 어린이집 원장인데요 유아숲서비스를 신청하려고요,5
근데 홈페이지에 신청하는 공간이 따로 없네요,5
네 지금 말씀하시면 신청 도와드리겠습니다,5
네 1박2일 관광객 모집에 신청하려고 하는데요,5
네 1박2일 관광체험프로그램 참가 신청하려구요,5
입금하면 신청되는 거예요 그럼 6일날 어디로 가면 되나요,5
네 제가 오늘 1박2일 코스 관광에 신청을 했는데요,5
그러십니까 신청하신분 성함과 연락처 말씀해주시겠습니까,5
네 #@이름#으로 신청했고요 번호는 #@전번#이에요,5
이번에 어촌관광체험단에 신청하려고 하는데요,5
신청은 가족단위로 하는 건가요,5
네 가족을 포함 2인에서 5인 단위로 신청 가능하십니다,5
음 재밌겠네요 신청해 볼게요 감사합니다,5
그래요 체험은 현장에서 바로 신청할 수 있나요,5
저 #@기타# 좀 하고 싶어서요 신청할 수 있나요,5
내일이요 마침 신청하신 분들이 계셔서 같이 하시면 되겠네요,5
그래요 신청은 어떻게 하면 되나요,5
네 저 #@기타# 신청하고 싶은데요,5
네 물론입니다 신청자분 성함과 전화번호 부탁드립니다,5
네 스탬프 2개 획득부터 기념품을 신청하실 수 있어요,5
자꾸 페이지 오류가 떠서요 혹시 전화로 신청 가능한가요,5
주소 말씀 주시면 제가 신청 도와드리겠습니다,5
